,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
46,RMD,ResMed Inc.,27.95B,2.12%,1341777,4.50B
47,MTD,Mettler-Toledo International Inc.,27.88B,-0.74%,122119,3.79B
48,ICLR,ICON PLC,27.42B,1.80%,679699,8.12B
49,ZBH,"Zimmer Biomet Holdings, Inc.",26.30B,0.13%,1022647,7.39B
50,WST,"West Pharmaceutical Services, Inc.",26.21B,5.73%,937511,2.95B
51,MOH,"Molina Healthcare, Inc.",23.49B,0.07%,420147,34.07B
52,ALGN,"Align Technology, Inc.",23.14B,0.84%,302693,3.86B
53,STE,STERIS plc,23.11B,-0.01%,284852,5.41B
54,ARGX,argenx SE,23.00B,0.76%,242345,39.48M
55,BNTX,BioNTech SE,22.83B,-0.59%,406188,7.04B
56,ILMN,"Illumina, Inc.",22.10B,-4.57%,2051131,4.50B
57,BAX,Baxter International Inc.,22.08B,-1.36%,1711142,14.81B
58,WAT,Waters Corporation,21.07B,-0.16%,264911,2.96B
59,GMAB,Genmab A/S,20.66B,-0.79%,744004,2.44B
60,COO,"The Cooper Companies, Inc.",20.16B,0.10%,717778,3.67B
61,PHG,Koninklijke Philips N.V.,19.31B,-0.28%,604022,20.19B
62,ALNY,"Alnylam Pharmaceuticals, Inc.",18.82B,-1.64%,634986,1.83B
63,WBA,"Walgreens Boots Alliance, Inc.",18.60B,-1.21%,6789112,142.41B
64,LH,Laboratory Corporation of America Holdings,18.38B,-0.76%,282766,12.16B
65,BGNE,"BeiGene, Ltd.",18.14B,-0.47%,188557,2.46B
66,RPRX,Royalty Pharma plc,17.97B,0.90%,3034402,2.35B
67,HOLX,"Hologic, Inc.",17.92B,-0.90%,1456984,3.97B
68,BMRN,BioMarin Pharmaceutical Inc.,16.23B,-0.95%,884538,2.42B
69,TEVA,Teva Pharmaceutical Industries Limited,15.26B,1.05%,6919646,15.85B
70,DGX,Quest Diagnostics Incorporated,14.33B,0.24%,880921,9.25B
71,VTRS,Viatris Inc.,14.30B,0.75%,7358268,15.43B
72,NBIX,"Neurocrine Biosciences, Inc.",13.86B,-0.63%,605078,1.89B
73,INCY,Incyte Corporation,13.65B,-2.40%,1552153,3.70B
74,CRL,"Charles River Laboratories International, Inc.",13.51B,0.39%,503347,4.13B
75,RVTY,"Revvity, Inc.",13.49B,-0.39%,348344,2.75B
76,RDY,Dr. Reddy's Laboratories Limited,12.80B,-1.22%,135336,2.99B
77,PODD,Insulet Corporation,12.67B,0.38%,661792,1.70B
78,BRKR,Bruker Corporation,12.61B,1.27%,637225,2.96B
79,MEDP,"Medpace Holdings, Inc.",12.41B,1.04%,174419,1.89B
80,SNN,Smith & Nephew plc,12.30B,0.21%,728332,5.55B
81,KRTX,"Karuna Therapeutics, Inc.",12.18B,0.98%,646154,654.00K
82,FMS,Fresenius Medical Care AG & Co. KGaA,12.00B,0.30%,380897,21.62B
83,DVA,DaVita Inc.,11.86B,2.50%,830829,12.14B
84,TECH,Bio-Techne Corporation,11.81B,-1.34%,1046863,1.14B
85,UHS,"Universal Health Services, Inc.",11.81B,2.00%,654209,14.28B
86,LEGN,Legend Biotech Corporation,11.78B,-0.09%,828809,285.14M
87,UTHR,United Therapeutics Corporation,11.74B,-1.06%,358734,2.33B
88,SRPT,"Sarepta Therapeutics, Inc.",11.41B,0.35%,718958,1.24B
89,EXAS,Exact Sciences Corporation,11.02B,-,1564135,2.50B
90,NTRA,"Natera, Inc.",10.81B,1.71%,1251437,1.08B
91,RGEN,Repligen Corporation,10.77B,-0.20%,423207,638.76M
92,TFX,Teleflex Incorporated,10.63B,-0.24%,163711,2.97B
93,CTLT,"Catalent, Inc.",10.21B,-0.55%,2245922,4.10B
94,QGEN,Qiagen N.V.,9.97B,-0.84%,533235,1.97B
95,THC,Tenet Healthcare Corporation,9.87B,2.98%,1411133,20.56B
96,CHE,Chemed Corporation,9.79B,-0.61%,61398,2.26B
97,BIO.B,"Bio-Rad Laboratories, Inc.",9.76B,1.70%,13,-
98,BIO,"Bio-Rad Laboratories, Inc.",9.74B,-2.04%,122879,2.67B
99,SWAV,"ShockWave Medical, Inc.",9.64B,2.70%,592112,730.23M
100,HSIC,"Henry Schein, Inc.",9.64B,-0.77%,943473,12.34B
101,ATR,"AptarGroup, Inc.",9.42B,-0.23%,183963,3.49B
102,PEN,"Penumbra, Inc.",9.40B,-0.98%,253797,1.06B
103,ROIV,Roivant Sciences Ltd.,8.41B,-1.44%,5525163,123.24M
104,ASND,Ascendis Pharma A/S,8.37B,3.80%,298031,296.35M
105,ELAN,Elanco Animal Health Incorporated,7.90B,-1.56%,3913428,4.42B
106,STVN,Stevanato Group S.p.A.,7.79B,-0.42%,387618,1.21B
107,PCVX,"Vaxcyte, Inc.",7.72B,1.95%,470302,-
108,EHC,Encompass Health Corporation,7.66B,1.56%,498179,4.80B
109,ACHC,"Acadia Healthcare Company, Inc.",7.55B,-0.27%,1034176,2.93B
110,CERE,"Cerevel Therapeutics Holdings, Inc.",7.53B,1.09%,1197033,-
111,GMED,"Globus Medical, Inc.",7.46B,0.34%,588747,1.57B
112,APLS,"Apellis Pharmaceuticals, Inc.",7.44B,-3.61%,1624970,396.59M
113,JAZZ,Jazz Pharmaceuticals plc,7.27B,-0.72%,449817,3.83B
114,ENSG,"The Ensign Group, Inc.",7.07B,-0.10%,140214,3.73B
115,HQY,"HealthEquity, Inc.",7.05B,0.22%,338088,971.04M
116,XRAY,DENTSPLY SIRONA Inc.,7.02B,-0.77%,2161308,3.97B
117,MASI,Masimo Corporation,6.84B,-0.17%,335284,2.05B
118,VKTX,"Viking Therapeutics, Inc.",6.84B,5.77%,6790528,-
119,EXEL,"Exelixis, Inc.",6.81B,1.02%,1979758,1.83B
120,CYTK,"Cytokinetics, Incorporated",6.63B,0.25%,2368962,7.53M
121,ITCI,"Intra-Cellular Therapies, Inc.",6.33B,-1.62%,527717,464.37M
122,IONS,"Ionis Pharmaceuticals, Inc.",6.26B,-0.21%,773407,787.65M
123,CRSP,CRISPR Therapeutics AG,6.13B,-1.98%,1407872,371.21M
124,RCM,R1 RCM Inc.,5.93B,-,2786218,2.25B
125,INSP,"Inspire Medical Systems, Inc.",5.82B,-1.62%,299151,624.80M
126,BLCO,Bausch + Lomb Corporation,5.76B,-1.89%,246449,4.15B
127,OPCH,"Option Care Health, Inc.",5.60B,0.96%,545328,4.30B
128,RVMD,"Revolution Medicines, Inc.",5.42B,1.91%,2532183,11.58M
129,BPMC,Blueprint Medicines Corporation,5.42B,0.26%,475826,249.38M
130,NUVL,"Nuvalent, Inc.",5.41B,4.04%,548360,-
131,GRFS,"Grifols, S.A.",5.38B,-7.09%,2564237,6.45B
132,BBIO,"BridgeBio Pharma, Inc.",5.34B,-0.83%,1437486,9.30M
133,MDGL,"Madrigal Pharmaceuticals, Inc.",5.23B,0.97%,571456,-
134,HALO,"Halozyme Therapeutics, Inc.",5.23B,1.82%,719913,829.25M
135,DOCS,"Doximity, Inc.",5.21B,-0.14%,607871,468.33M
136,KRYS,"Krystal Biotech, Inc.",4.82B,5.02%,553007,50.70M
137,TXG,"10x Genomics, Inc.",4.81B,-2.90%,1406668,618.73M
138,ALKS,Alkermes plc,4.78B,-0.45%,1460098,1.66B
139,IMVT,"Immunovant, Inc.",4.71B,-1.38%,1031428,-
140,OGN,Organon & Co.,4.69B,-0.38%,1426279,6.26B
141,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,4.44B,5.78%,1274268,-
142,GKOS,Glaukos Corporation,4.35B,0.16%,403638,314.71M
143,MMSI,"Merit Medical Systems, Inc.",4.32B,-0.94%,574617,1.26B
144,LNTH,"Lantheus Holdings, Inc.",4.29B,-2.93%,635249,1.30B
145,IOVA,"Iovance Biotherapeutics, Inc.",4.22B,-2.52%,7121131,1.19M
146,PRGO,Perrigo Company plc,4.19B,-0.13%,1395731,4.66B
147,ARWR,"Arrowhead Pharmaceuticals, Inc.",4.15B,-2.89%,1418962,181.74M
148,ALVO,Alvotech,4.10B,-0.71%,112856,63.75M
149,INSM,Insmed Incorporated,4.02B,0.85%,795595,305.21M
150,RARE,Ultragenyx Pharmaceutical Inc.,3.99B,-1.75%,548825,434.25M
151,SHC,Sotera Health Company,3.99B,-1.64%,688262,1.05B
152,HAE,Haemonetics Corporation,3.98B,-1.90%,453826,1.27B
153,ACAD,ACADIA Pharmaceuticals Inc.,3.98B,-17.20%,7377528,726.44M
154,EVH,"Evolent Health, Inc.",3.84B,-0.65%,538155,1.96B
155,ITGR,Integer Holdings Corporation,3.77B,0.57%,215133,1.60B
156,SWTX,"SpringWorks Therapeutics, Inc.",3.77B,2.70%,595601,5.45M
157,SGRY,"Surgery Partners, Inc.",3.73B,0.44%,478612,2.74B
158,NVST,Envista Holdings Corporation,3.73B,-1.06%,1790045,2.57B
159,CBAY,"CymaBay Therapeutics, Inc.",3.72B,-,3656569,31.07M
160,PBH,Prestige Consumer Healthcare Inc.,3.70B,-0.58%,459460,1.13B
161,ACLX,"Arcellx, Inc.",3.63B,-0.74%,472352,110.32M
162,FOLD,"Amicus Therapeutics, Inc.",3.63B,-2.80%,2482265,399.36M
163,AZTA,"Azenta, Inc.",3.63B,-0.69%,332385,641.02M
164,SEM,Select Medical Holdings Corporation,3.63B,0.42%,323670,6.66B
165,NEOG,Neogen Corporation,3.46B,-1.67%,1092867,918.68M
166,PGNY,"Progyny, Inc.",3.45B,0.28%,871475,1.09B
167,IBRX,"ImmunityBio, Inc.",3.45B,-1.75%,2514919,556.00K
168,AXNX,"Axonics, Inc.",3.44B,0.21%,386060,366.38M
169,AXSM,"Axsome Therapeutics, Inc.",3.39B,-2.17%,755681,270.60M
170,XENE,Xenon Pharmaceuticals Inc.,3.36B,-0.27%,449485,-
171,OSCR,"Oscar Health, Inc.",3.35B,-0.07%,1297421,5.86B
172,BHC,Bausch Health Companies Inc.,3.34B,0.77%,1001348,8.76B
173,IRTC,"iRhythm Technologies, Inc.",3.32B,-1.30%,318642,492.68M
174,IDYA,"IDEAYA Biosciences, Inc.",3.25B,2.71%,550466,23.39M
175,CRNX,"Crinetics Pharmaceuticals, Inc.",3.24B,-1.97%,525607,4.01M
176,RDNT,"RadNet, Inc.",3.17B,-0.45%,708784,1.62B
177,CLDX,"Celldex Therapeutics, Inc.",3.15B,-1.05%,715860,6.88M
178,QDEL,QuidelOrtho Corporation,3.14B,0.05%,1249949,3.00B
179,INDV,Indivior PLC,3.10B,-,209239,1.09B
180,ARVN,"Arvinas, Inc.",3.10B,-0.04%,605797,78.50M
181,IMCR,Immunocore Holdings plc,3.05B,0.44%,519821,249.43M
182,AMED,"Amedisys, Inc.",3.05B,-0.18%,143030,2.24B
183,CERT,"Certara, Inc.",3.04B,-0.95%,419790,354.34M
184,SMMT,Summit Therapeutics Inc.,3.02B,0.23%,1697184,-
185,DNLI,Denali Therapeutics Inc.,3.02B,-4.24%,885105,330.53M
186,BEAM,Beam Therapeutics Inc.,2.99B,-2.11%,1494673,377.71M
187,MLTX,MoonLake Immunotherapeutics,2.96B,-2.15%,548679,-
188,OLK,Olink Holding AB (publ),2.96B,0.13%,150174,158.93M
189,GDRX,"GoodRx Holdings, Inc.",2.90B,-1.77%,1507018,750.27M
190,LIVN,LivaNova PLC,2.85B,-1.18%,746515,1.15B
191,IART,Integra LifeSciences Holdings Corporation,2.83B,-0.94%,1335552,1.54B
192,LFST,"LifeStance Health Group, Inc.",2.70B,-2.96%,940100,1.06B
193,MOR,MorphoSys AG,2.69B,1.57%,371250,321.80M
194,TMDX,"TransMedics Group, Inc.",2.68B,3.25%,514096,241.62M
195,NTLA,"Intellia Therapeutics, Inc.",2.68B,-5.96%,1307647,36.28M
196,MRUS,Merus N.V.,2.67B,-3.71%,832870,43.95M
197,PRVA,"Privia Health Group, Inc.",2.67B,-3.78%,911672,1.66B
198,DNA,"Ginkgo Bioworks Holdings, Inc.",2.63B,-4.10%,21302576,251.46M
199,CNMD,CONMED Corporation,2.62B,0.06%,246248,1.24B
200,TDOC,"Teladoc Health, Inc.",2.59B,-1.41%,4178198,2.60B
201,PINC,"Premier, Inc.",2.57B,-0.70%,1129097,1.32B
202,HCM,HUTCHMED (China) Limited,2.55B,9.16%,206999,838.00M
203,KYMR,"Kymera Therapeutics, Inc.",2.55B,-1.04%,670291,78.59M
204,EVO,Evotec SE,2.54B,2.52%,63723,-
205,TGTX,"TG Therapeutics, Inc.",2.53B,-3.24%,2807343,233.66M
206,RYTM,"Rhythm Pharmaceuticals, Inc.",2.52B,-0.81%,415024,77.43M
207,RCKT,"Rocket Pharmaceuticals, Inc.",2.52B,-1.96%,867830,-
208,ICUI,"ICU Medical, Inc.",2.50B,-2.58%,313144,2.26B
209,FTRE,Fortrea Holdings Inc.,2.49B,4.39%,1360279,-
210,KROS,"Keros Therapeutics, Inc.",2.48B,1.87%,317654,151.00K
211,PRCT,PROCEPT BioRobotics Corporation,2.46B,0.75%,380529,136.19M
212,CORT,Corcept Therapeutics Incorporated,2.46B,2.99%,1152989,482.38M
213,NARI,"Inari Medical, Inc.",2.45B,-1.44%,824572,493.63M
214,AGL,"agilon health, inc.",2.44B,-3.19%,8439828,4.32B
215,RXRX,"Recursion Pharmaceuticals, Inc.",2.43B,1.64%,4881238,44.58M
216,PDCO,"Patterson Companies, Inc.",2.43B,-0.74%,923818,6.57B
217,CGON,"CG Oncology, Inc.",2.37B,1.91%,827576,191.00K
218,NMRA,"Neumora Therapeutics, Inc.",2.35B,-3.88%,820520,-
219,PTCT,"PTC Therapeutics, Inc.",2.35B,3.22%,613578,937.82M
220,VERA,"Vera Therapeutics, Inc.",2.32B,2.34%,554335,-
221,ALPN,"Alpine Immune Sciences, Inc.",2.32B,3.02%,1005676,30.80M
222,GH,"Guardant Health, Inc.",2.31B,-1.84%,1273820,563.95M
223,GLPG,Galapagos NV,2.29B,0.17%,79683,-
224,AMN,"AMN Healthcare Services, Inc.",2.26B,-0.49%,485401,3.79B
225,VCEL,Vericel Corporation,2.15B,-0.43%,300041,197.52M
226,TWST,Twist Bioscience Corporation,2.13B,-5.59%,744374,262.36M
227,DYN,"Dyne Therapeutics, Inc.",2.09B,6.07%,1367858,-
228,SANA,"Sana Biotechnology, Inc.",2.08B,-2.42%,930900,-
229,AMPH,"Amphastar Pharmaceuticals, Inc.",2.08B,0.78%,483550,644.40M
230,NEO,"NeoGenomics, Inc.",2.03B,-3.52%,677477,591.64M
231,JANX,"Janux Therapeutics, Inc.",2.02B,-2.85%,640138,8.08M
232,AKRO,"Akero Therapeutics, Inc.",2.02B,-2.90%,1468691,-
233,SNDX,"Syndax Pharmaceuticals, Inc.",2.02B,1.23%,1248799,-
234,MYGN,"Myriad Genetics, Inc.",2.01B,-4.47%,486866,753.20M
235,ARDX,"Ardelyx, Inc.",2.01B,-0.82%,4493740,124.46M
236,ZLAB,Zai Lab Limited,1.99B,-2.35%,394606,266.72M
237,OMI,"Owens & Minor, Inc.",1.96B,-0.87%,379845,10.33B
238,MRVI,"Maravai LifeSciences Holdings, Inc.",1.96B,-0.13%,1872302,288.95M
239,RXST,"RxSight, Inc.",1.94B,0.60%,300096,89.08M
240,TNDM,"Tandem Diabetes Care, Inc.",1.92B,1.25%,1189190,747.72M
241,NAMS,NewAmsterdam Pharma Company N.V.,1.92B,11.89%,483429,15.66M
242,SDGR,"Schrödinger, Inc.",1.90B,-0.79%,615981,216.67M
243,CPRX,"Catalyst Pharmaceuticals, Inc.",1.90B,0.62%,859442,398.20M
244,STAA,STAAR Surgical Company,1.89B,-2.94%,553825,322.42M
245,ASTH,Astrana Health Inc,1.86B,-0.40%,107537,1.39B
246,MORF,"Morphic Holding, Inc.",1.85B,-3.80%,262646,521.00K
247,ATEC,"Alphatec Holdings, Inc.",1.82B,1.29%,1338171,482.26M
248,INMD,InMode Ltd.,1.81B,-0.37%,1142608,492.05M
249,PROK,ProKidney Corp.,1.81B,-7.69%,449378,-
250,RNA,"Avidity Biosciences, Inc.",1.81B,7.94%,1211505,9.56M
251,SUPN,"Supernus Pharmaceuticals, Inc.",1.78B,1.51%,504465,607.52M
252,PTGX,"Protagonist Therapeutics, Inc.",1.76B,-0.83%,334626,60.00M
253,ATRC,"AtriCure, Inc.",1.76B,-5.34%,473067,399.25M
254,HRMY,"Harmony Biosciences Holdings, Inc.",1.76B,-1.17%,699520,582.02M
255,AGIO,"Agios Pharmaceuticals, Inc.",1.73B,-1.66%,517928,26.82M
256,RCUS,"Arcus Biosciences, Inc.",1.73B,-1.95%,828459,117.00M
257,DVAX,Dynavax Technologies Corporation,1.72B,-2.54%,1675935,232.28M
258,VCYT,"Veracyte, Inc.",1.70B,-1.50%,668956,361.05M
259,KURA,"Kura Oncology, Inc.",1.69B,-2.23%,968512,-
260,INBX,"Inhibrx, Inc.",1.67B,0.23%,334970,1.80M
261,ADUS,Addus HomeCare Corporation,1.66B,-0.18%,62423,1.06B
262,AMRX,"Amneal Pharmaceuticals, Inc.",1.65B,-1.30%,1058974,2.39B
263,GPCR,Structure Therapeutics Inc.,1.64B,0.51%,661934,-
264,PRTA,Prothena Corporation plc,1.62B,-1.85%,473582,91.37M
265,NVCR,NovoCure Limited,1.62B,-4.38%,1008810,509.34M
266,APGE,"Apogee Therapeutics, Inc.",1.62B,4.71%,657437,-
267,USPH,"U.S. Physical Therapy, Inc.",1.60B,0.27%,28417,604.80M
268,TARO,Taro Pharmaceutical Industries Ltd.,1.58B,-0.14%,20422,610.83M
269,BTSG,"BrightSpring Health Services, Inc.",1.57B,-0.76%,573370,8.83B
270,EWTX,"Edgewise Therapeutics, Inc.",1.56B,5.79%,1521686,-
271,IRON,"Disc Medicine, Inc.",1.54B,-1.23%,690215,-
272,VIR,"Vir Biotechnology, Inc.",1.53B,-5.88%,822876,86.18M
273,UFPT,"UFP Technologies, Inc.",1.48B,0.98%,42034,400.07M
274,IMNM,"Immunome, Inc.",1.47B,2.92%,419407,10.19M
275,PCRX,"Pacira BioSciences, Inc.",1.46B,-1.48%,260206,674.98M
276,AVDL,Avadel Pharmaceuticals plc,1.46B,-0.19%,1137626,27.96M
277,NHC,National HealthCare Corporation,1.46B,1.77%,57652,1.14B
278,LMAT,"LeMaitre Vascular, Inc.",1.45B,2.21%,107381,193.48M
279,KNSA,"Kiniksa Pharmaceuticals, Ltd.",1.44B,0.49%,327405,270.26M
280,AHCO,AdaptHealth Corp.,1.43B,-0.09%,656698,3.20B
281,ABCL,AbCellera Biologics Inc.,1.43B,-1.61%,1559529,38.03M
282,SLNO,"Soleno Therapeutics, Inc.",1.43B,-0.57%,306514,-
283,FDMT,"4D Molecular Therapeutics, Inc.",1.42B,-0.07%,438887,20.72M
284,ANIP,"ANI Pharmaceuticals, Inc.",1.42B,0.62%,224136,486.82M
285,XNCR,"Xencor, Inc.",1.41B,-1.43%,570817,168.34M
286,WRBY,Warby Parker Inc.,1.41B,-4.10%,1087094,669.77M
287,ADMA,"ADMA Biologics, Inc.",1.41B,0.65%,2496247,258.22M
288,IRWD,"Ironwood Pharmaceuticals, Inc.",1.40B,-2.91%,5508901,442.74M
289,DCPH,"Deciphera Pharmaceuticals, Inc.",1.37B,-2.72%,404420,163.36M
290,OCUL,"Ocular Therapeutix, Inc.",1.35B,-4.52%,3304019,58.44M
291,AGTI,"Agiliti, Inc.",1.35B,-,518283,1.17B
292,PHR,"Phreesia, Inc.",1.34B,-3.49%,638396,337.88M
293,ESTA,Establishment Labs Holdings Inc.,1.33B,2.67%,209717,165.15M
294,DAWN,"Day One Biopharmaceuticals, Inc.",1.32B,-2.77%,768193,-
295,RLAY,"Relay Therapeutics, Inc.",1.32B,-1.58%,695214,25.55M
296,OMCL,"Omnicell, Inc.",1.30B,-0.71%,369862,1.15B
297,VRNA,Verona Pharma plc,1.29B,3.58%,710845,-
298,LGND,Ligand Pharmaceuticals Incorporated,1.28B,0.15%,126448,-
299,SAGE,"Sage Therapeutics, Inc.",1.28B,-3.92%,617144,86.46M
300,IMTX,Immatics N.V.,1.26B,-2.04%,630388,80.56M
301,TLRY,"Tilray Brands, Inc.",1.26B,0.60%,8315413,700.50M
302,AUTL,Autolus Therapeutics plc,1.26B,-0.37%,1497587,5.52M
303,MIRM,"Mirum Pharmaceuticals, Inc.",1.26B,2.00%,461333,144.73M
304,VERV,"Verve Therapeutics, Inc.",1.25B,-3.47%,1054636,11.76M
305,MNKD,MannKind Corporation,1.25B,-3.47%,3356074,198.96M
306,PHVS,Pharvaris N.V.,1.24B,0.13%,52055,-
307,VRDN,"Viridian Therapeutics, Inc.",1.24B,-10.61%,894115,314.00K
308,BLTE,"Belite Bio, Inc",1.23B,-12.47%,60706,-
309,ETNB,"89bio, Inc.",1.20B,-0.16%,1032829,-
310,COLL,"Collegium Pharmaceutical, Inc.",1.19B,-0.27%,306939,566.77M
311,KYTX,"Kyverna Therapeutics, Inc.",1.18B,-1.66%,152547,7.03M
312,PACB,"Pacific Biosciences of California, Inc.",1.18B,-8.86%,7426086,200.52M
313,MDXG,"MiMedx Group, Inc.",1.18B,-0.12%,669437,321.48M
314,SRRK,Scholar Rock Holding Corporation,1.17B,2.03%,726786,-
315,ARQT,"Arcutis Biotherapeutics, Inc.",1.17B,0.70%,2425424,59.61M
316,GERN,Geron Corporation,1.17B,-12.15%,61023903,237.00K
317,TARS,"Tarsus Pharmaceuticals, Inc.",1.16B,0.36%,534742,17.45M
318,EYPT,"EyePoint Pharmaceuticals, Inc.",1.14B,-0.26%,728641,46.02M
319,BKD,Brookdale Senior Living Inc.,1.11B,4.93%,2325627,3.02B
320,BCRX,"BioCryst Pharmaceuticals, Inc.",1.10B,-3.38%,2971554,331.41M
321,TNGX,"Tango Therapeutics, Inc.",1.10B,-6.89%,819290,37.51M
322,TVGN,Tevogen Bio Holdings Inc,1.07B,1.91%,6571,-
323,ZNTL,"Zentalis Pharmaceuticals, Inc.",1.06B,6.06%,1013853,-
324,MGNX,"MacroGenics, Inc.",1.06B,3.90%,1826002,58.75M
325,LQDA,Liquidia Corporation,1.03B,2.72%,1036825,18.32M
326,TYRA,"Tyra Biosciences, Inc.",1.02B,-3.03%,91297,-
327,ARCT,Arcturus Therapeutics Holdings Inc.,1.02B,2.11%,626724,296.24M
328,ZJYL,Jin Medical International Ltd.,1.01B,-,546656,19.19M
329,RGNX,REGENXBIO Inc.,1.01B,-3.81%,757049,90.24M
330,QTRX,Quanterix Corporation,1.00B,1.75%,154528,122.37M
331,ALHC,"Alignment Healthcare, Inc.",1.00B,-4.53%,659122,1.82B
332,SYRE,"Spyre Therapeutics, Inc.",990.58M,3.50%,176602,886.00K
333,DH,Definitive Healthcare Corp.,985.34M,-1.79%,255189,251.42M
334,ORIC,"ORIC Pharmaceuticals, Inc.",985.33M,-4.47%,857412,-
335,NRC,National Research Corporation,959.90M,-0.37%,23489,148.58M
336,SLN,Silence Therapeutics plc,959.40M,6.80%,511660,33.78M
337,PRME,"Prime Medicine, Inc.",955.31M,-3.99%,450332,-
338,CNTA,Centessa Pharmaceuticals plc,951.89M,11.38%,195281,-
339,CTKB,"Cytek Biosciences, Inc.",943.76M,-4.99%,737763,183.12M
340,CRGX,"CARGO Therapeutics, Inc.",941.12M,-2.52%,230920,-
341,INVA,"Innoviva, Inc.",935.13M,0.20%,554871,310.46M
342,HCSG,"Healthcare Services Group, Inc.",915.37M,-1.13%,258069,1.67B
343,AVNS,"Avanos Medical, Inc.",912.05M,-0.10%,147637,673.30M
344,BCYC,Bicycle Therapeutics plc,896.63M,5.79%,387034,26.98M
345,HLVX,"HilleVax, Inc.",877.68M,-0.39%,61107,-
346,PLRX,"Pliant Therapeutics, Inc.",875.28M,4.20%,536518,1.58M
347,FNA,"Paragon 28, Inc.",873.10M,-3.98%,230171,216.39M
348,CABA,"Cabaletta Bio, Inc.",865.56M,1.62%,818531,-
349,SLP,"Simulations Plus, Inc.",865.38M,-4.37%,82033,62.11M
350,ALLO,"Allogene Therapeutics, Inc.",854.85M,-3.54%,3053740,186.00K
351,AORT,"Artivion, Inc.",820.79M,0.40%,153672,354.00M
352,EOLS,"Evolus, Inc.",811.79M,0.57%,505369,202.09M
353,WVE,Wave Life Sciences Ltd.,811.35M,-2.06%,592001,113.31M
354,HSTM,"HealthStream, Inc.",809.63M,-0.94%,95417,279.06M
355,SLRN,"Acelyrin, Inc.",807.92M,-0.12%,1470554,-
